1GMH-E-F	0.3
1GMH-E-G	0.3
1YPH-A-C	0.3
1YPH-A-E	0.3
1HJA-A-B	0.3
1HJA-A-C	0.3
1AFQ-A-B	0.3
1AFQ-A-C	0.3
1AB9-A-B	0.3
1AB9-A-C	0.3
1GGD-A-B	0.3
1GGD-A-C	0.3
1CHO-E-F	0.3
1CHO-E-G	0.3
1VGC-A-B	0.3
1VGC-A-C	0.3
1GG6-A-B	0.3
1GG6-A-C	0.3
2P8O-A-B	0.3
2P8O-A-C	0.3
2VGC-A-B	0.3
2VGC-A-C	0.3
2GMT-A-B	0.3
2GMT-A-C	0.3
3VGC-A-B	0.3
3VGC-A-C	0.3
4CHA-E-F	0.3
4CHA-E-G	0.3
4VGC-A-B	0.3
4VGC-A-C	0.3
5R4C-A-B	0.3
5R4C-A-C	0.3
5R4D-A-B	0.3
5R4D-A-C	0.3
5R44-A-B	0.3
5R44-A-C	0.3
5R46-A-B	0.3
5R46-A-C	0.3
5R48-A-B	0.3
5R48-A-C	0.3
5R42-A-B	0.3
5R42-A-C	0.3
5R4B-A-B	0.3
5R4B-A-C	0.3
5R47-A-B	0.3
5R47-A-C	0.3
5R45-A-B	0.3
5R45-A-C	0.3
5R49-A-B	0.3
5R49-A-C	0.3
5R43-A-B	0.3
5R43-A-C	0.3
5R4A-A-B	0.3
5R4A-A-C	0.3
1DOW-B-A	0.69
1XMO-V-M	0.72
1HNW-V-M	0.72
1IBK-V-M	0.72
1HNX-V-M	0.72
1N32-V-M	0.72
1N36-V-M	0.72
1HR0-V-M	0.72
1XMQ-V-M	0.72
1IBM-V-M	0.72
1N33-V-M	0.72
1J5E-V-M	0.72
1N34-V-M	0.72
1XNQ-V-M	0.72
1IBL-V-M	0.72
1XNR-V-M	0.72
1FJG-V-M	0.72
1HNZ-V-M	0.72
2ZM6-V-M	0.72
2E5L-V-M	0.72
2HHH-U-M	0.72
3OTO-U-M	0.72
3T1Y-V-M	0.72
3T1H-V-M	0.72
4DV3-U-M	0.72
4JI6-U-M	0.72
4JI5-U-M	0.72
4JI3-U-M	0.72
4DV1-U-M	0.72
4JI4-U-M	0.72
4DUZ-U-M	0.72
4NXM-U-M	0.72
4JI8-U-M	0.72
4JI7-U-M	0.72
4JYA-U-M	0.72
4AQY-V-M	0.72
4YHH-V-M	0.72
4DV6-U-M	0.72
4DUY-U-M	0.72
4YY3-V-M	0.72
4GKK-V-M	0.72
4DV5-U-M	0.72
4DV4-U-M	0.72
4DR1-U-M	0.72
4KVB-U-M	0.72
4NXN-U-M	0.72
4V4I-v-n	0.72
4JI2-U-M	0.72
4DV7-U-M	0.72
4DV2-U-M	0.72
4JV5-U-M	0.72
4JI0-U-M	0.72
4OX9-V-M	0.72
4GKJ-V-M	0.72
4DR3-U-M	0.72
4DV0-U-M	0.72
4V4J-v-n	0.72
4KHP-U-M	0.72
4JI1-U-M	0.72
5LMT-V-M	0.72
5LMS-V-M	0.72
5WNQ-U-M	0.72
5LMR-V-G	0.72
5LMR-V-M	0.72
5LMO-V-M	0.72
5LMP-V-M	0.72
5WNR-U-M	0.72
5IMQ-Y-Q	0.72
5IWA-V-M	0.72
5WNS-U-M	0.72
5LMV-V-M	0.72
5LMN-V-M	0.72
5IMR-Y-Q	0.72
5LMU-V-M	0.72
5LMQ-V-M	0.72
6CAQ-U-M	0.72
6MPI-V-M	0.72
6CAP-U-M	0.72
6CAS-U-M	0.72
6CAR-U-M	0.72
6MKN-V-M	0.72
6MPF-V-M	0.72
6DTI-V-M	0.72
7DUK-U-M	0.72
7V2O-V-M	0.72
7V2N-V-M	0.72
7DUJ-U-M	0.72
7V2Q-V-M	0.72
7V2P-V-M	0.72
7DUI-U-M	0.72
7DUG-U-M	0.72
7DUH-U-M	0.72
7V2M-V-M	0.72
7V2L-V-M	0.72
7DUL-U-M	0.72
8WRC-U-M	0.72
1QKA-B-A	0.41
1TH1-C-A	-1
1TH1-D-B	-1
1UF2-K-A	0.37
1FZG-M-B	0.78
1FZG-S-C	0.78
1FZG-N-E	0.78
1FZG-T-F	0.78
1N73-I-B	0.78
1N73-G-C	0.78
1N73-J-E	0.78
1N73-H-F	0.78
1LWU-M-B	0.78
1LWU-N-E	0.78
1LWU-O-H	0.78
1LWU-P-H	0.78
1LWU-P-K	0.78
1FZC-I-B	0.78
1FZC-J-E	0.78
1M1J-I-B	0.78
1M1J-J-E	0.78
1FZF-M-B	0.78
1FZF-S-C	0.78
1FZF-N-E	0.78
1FZF-T-F	0.78
1RE3-G-C	0.78
1RE3-H-F	0.78
1N86-I-B	0.78
1N86-J-E	0.78
1RF1-H-B	0.78
1RF1-G-C	0.78
1RF1-J-E	0.78
1RF1-G-F	0.78
1RF1-I-F	0.78
1LTJ-H-B	0.78
1LTJ-J-E	0.78
2Z4E-S-C	0.78
2Z4E-T-F	0.78
2Q9I-S-C	0.78
2Q9I-T-F	0.78
2OYH-H-B	0.78
2OYH-G-C	0.78
2OYH-J-E	0.78
2OYH-I-F	0.78
3E1I-G-C	0.78
3E1I-H-C	0.78
3E1I-G-F	0.78
3E1I-H-F	0.78
3GHG-O-B	0.78
3GHG-P-E	0.78
3GHG-S-H	0.78
3GHG-T-K	0.78
1P13-D-A	0.64
1P13-C-B	0.64
1YDT-I-E	0.38
1Q8W-B-A	0.38
1RDQ-I-E	0.38
1SVE-B-A	0.38
1XH4-B-A	0.38
1CMK-I-E	0.38
1Q61-I-A	0.38
1Q62-I-A	0.38
1Q8U-B-A	0.38
1XH5-B-A	0.38
1ATP-I-E	0.38
1FMO-I-E	0.38
1XH9-B-A	0.38
1Q24-I-A	0.38
1XH7-B-A	0.38
1VEB-B-A	0.38
1XHA-B-A	0.38
1CDK-I-A	0.38
1CDK-J-B	0.38
1SMH-B-A	0.38
1YDR-I-E	0.38
1Q8T-B-A	0.38
1XH8-B-A	0.38
1SVG-B-A	0.38
1APM-I-E	0.38
1YDS-I-E	0.38
1XH6-B-A	0.38
2GNJ-I-A	0.38
2CPK-I-E	0.38
2UW5-I-A	0.38
2GU8-C-A	0.38
2ERZ-I-E	0.38
2JDS-I-A	0.38
2GNF-I-A	0.38
2F7Z-I-E	0.38
2UZU-I-E	0.38
2GNG-I-A	0.38
2UZT-B-A	0.38
2UW4-I-A	0.38
2UW3-I-A	0.38
2JDV-I-A	0.38
2GNL-I-A	0.38
2OJF-I-E	0.38
2JDT-I-A	0.38
2UVY-I-A	0.38
2UZW-I-E	0.38
2VO3-I-A	0.38
2GNH-I-A	0.38
2UZV-2-A	0.38
2VO7-I-A	0.38
2C1B-I-A	0.38
2UW6-I-A	0.38
2VO0-I-A	0.38
2GNI-I-A	0.38
2UVZ-I-A	0.38
2VNW-I-A	0.38
2UVX-I-A	0.38
2UW8-I-A	0.38
2C1A-I-A	0.38
2VO6-I-A	0.38
2OH0-I-E	0.38
2VNY-I-A	0.38
2QUR-B-A	0.38
2GFC-I-A	0.38
2UW7-I-A	0.38
2F7X-I-E	0.38
2F7E-I-E	0.38
2UW0-I-A	0.38
3DND-I-A	0.38
3KKV-I-A	0.38
3E8C-I-A	0.38
3E8C-H-B	0.38
3E8C-I-B	0.38
3E8C-I-C	0.38
3E8C-K-E	0.38
3AMB-B-A	0.38
3AMA-B-A	0.38
3E8E-G-A	0.38
3E8E-C-B	0.38
3E8E-C-E	0.38
3E8E-F-E	0.38
3E8E-J-I	0.38
3E8E-N-L	0.38
3E8E-Q-P	0.38
3OVV-B-A	0.38
3ZO4-I-A	0.38
3DNE-I-A	0.38
3VQH-B-A	0.38
3MVJ-I-A	0.38
3MVJ-J-A	0.38
3MVJ-K-A	0.38
3MVJ-J-B	0.38
3MVJ-K-B	0.38
3MVJ-I-E	0.38
3MVJ-J-E	0.38
3MVJ-K-E	0.38
4WB8-I-A	0.38
4UJ9-B-A	0.38
4DH3-I-A	0.38
4UJ1-B-A	0.38
4WB5-I-A	0.38
4WB6-J-B	0.38
4WB7-I-A	0.38
4WB7-J-A	0.38
4WB7-I-B	0.38
4WB7-J-B	0.38
