1GMH-E-F	0.64
1GMH-E-G	0.64
1YPH-A-C	0.64
1YPH-A-E	0.64
1HJA-A-B	0.64
1HJA-A-C	0.64
1AFQ-A-B	0.64
1AFQ-A-C	0.64
1AB9-A-B	0.64
1AB9-A-C	0.64
1GGD-A-B	0.64
1GGD-A-C	0.64
1CHO-E-F	0.64
1CHO-E-G	0.64
1VGC-A-B	0.64
1VGC-A-C	0.64
1GG6-A-B	0.64
1GG6-A-C	0.64
2P8O-A-B	0.64
2P8O-A-C	0.64
2VGC-A-B	0.64
2VGC-A-C	0.64
2GMT-A-B	0.64
2GMT-A-C	0.64
3VGC-A-B	0.64
3VGC-A-C	0.64
4CHA-E-F	0.64
4CHA-E-G	0.64
4VGC-A-B	0.64
4VGC-A-C	0.64
5R4C-A-B	0.64
5R4C-A-C	0.64
5R4D-A-B	0.64
5R4D-A-C	0.64
5R44-A-B	0.64
5R44-A-C	0.64
5R46-A-B	0.64
5R46-A-C	0.64
5R48-A-B	0.64
5R48-A-C	0.64
5R42-A-B	0.64
5R42-A-C	0.64
5R4B-A-B	0.64
5R4B-A-C	0.64
5R47-A-B	0.64
5R47-A-C	0.64
5R45-A-B	0.64
5R45-A-C	0.64
5R49-A-B	0.64
5R49-A-C	0.64
5R43-A-B	0.64
5R43-A-C	0.64
5R4A-A-B	0.64
5R4A-A-C	0.64
1DOW-B-A	0.88
1XMO-V-M	0.65
1HNW-V-M	0.65
1IBK-V-M	0.65
1HNX-V-M	0.65
1N32-V-M	0.65
1N36-V-M	0.65
1HR0-V-M	0.65
1XMQ-V-M	0.65
1IBM-V-M	0.65
1N33-V-M	0.65
1J5E-V-M	0.65
1N34-V-M	0.65
1XNQ-V-M	0.65
1IBL-V-M	0.65
1XNR-V-M	0.65
1FJG-V-M	0.65
1HNZ-V-M	0.65
2ZM6-V-M	0.65
2E5L-V-M	0.65
2HHH-U-M	0.65
3OTO-U-M	0.65
3T1Y-V-M	0.65
3T1H-V-M	0.65
4DV3-U-M	0.65
4JI6-U-M	0.65
4JI5-U-M	0.65
4JI3-U-M	0.65
4DV1-U-M	0.65
4JI4-U-M	0.65
4DUZ-U-M	0.65
4NXM-U-M	0.65
4JI8-U-M	0.65
4JI7-U-M	0.65
4JYA-U-M	0.65
4AQY-V-M	0.65
4YHH-V-M	0.65
4DV6-U-M	0.65
4DUY-U-M	0.65
4YY3-V-M	0.65
4GKK-V-M	0.65
4DV5-U-M	0.65
4DV4-U-M	0.65
4DR1-U-M	0.65
4KVB-U-M	0.65
4NXN-U-M	0.65
4V4I-v-n	0.65
4JI2-U-M	0.65
4DV7-U-M	0.65
4DV2-U-M	0.65
4JV5-U-M	0.65
4JI0-U-M	0.65
4OX9-V-M	0.65
4GKJ-V-M	0.65
4DR3-U-M	0.65
4DV0-U-M	0.65
4V4J-v-n	0.65
4KHP-U-M	0.65
4JI1-U-M	0.65
5LMT-V-M	0.65
5LMS-V-M	0.65
5WNQ-U-M	0.65
5LMR-V-G	0.65
5LMR-V-M	0.65
5LMO-V-M	0.65
5LMP-V-M	0.65
5WNR-U-M	0.65
5IMQ-Y-Q	0.65
5IWA-V-M	0.65
5WNS-U-M	0.65
5LMV-V-M	0.65
5LMN-V-M	0.65
5IMR-Y-Q	0.65
5LMU-V-M	0.65
5LMQ-V-M	0.65
6CAQ-U-M	0.65
6MPI-V-M	0.65
6CAP-U-M	0.65
6CAS-U-M	0.65
6CAR-U-M	0.65
6MKN-V-M	0.65
6MPF-V-M	0.65
6DTI-V-M	0.65
7DUK-U-M	0.65
7V2O-V-M	0.65
7V2N-V-M	0.65
7DUJ-U-M	0.65
7V2Q-V-M	0.65
7V2P-V-M	0.65
7DUI-U-M	0.65
7DUG-U-M	0.65
7DUH-U-M	0.65
7V2M-V-M	0.65
7V2L-V-M	0.65
7DUL-U-M	0.65
8WRC-U-M	0.65
1QKA-B-A	0.88
1TH1-C-A	-1
1TH1-D-B	-1
1UF2-K-A	0.87
1FZG-M-B	0.79
1FZG-S-C	0.79
1FZG-N-E	0.79
1FZG-T-F	0.79
1N73-I-B	0.79
1N73-G-C	0.79
1N73-J-E	0.79
1N73-H-F	0.79
1LWU-M-B	0.79
1LWU-N-E	0.79
1LWU-O-H	0.79
1LWU-P-H	0.79
1LWU-P-K	0.79
1FZC-I-B	0.79
1FZC-J-E	0.79
1M1J-I-B	0.79
1M1J-J-E	0.79
1FZF-M-B	0.79
1FZF-S-C	0.79
1FZF-N-E	0.79
1FZF-T-F	0.79
1RE3-G-C	0.79
1RE3-H-F	0.79
1N86-I-B	0.79
1N86-J-E	0.79
1RF1-H-B	0.79
1RF1-G-C	0.79
1RF1-J-E	0.79
1RF1-G-F	0.79
1RF1-I-F	0.79
1LTJ-H-B	0.79
1LTJ-J-E	0.79
2Z4E-S-C	0.79
2Z4E-T-F	0.79
2Q9I-S-C	0.79
2Q9I-T-F	0.79
2OYH-H-B	0.79
2OYH-G-C	0.79
2OYH-J-E	0.79
2OYH-I-F	0.79
3E1I-G-C	0.79
3E1I-H-C	0.79
