1GMH-E-F	0.93
1GMH-E-G	0.93
1YPH-A-C	0.93
1YPH-A-E	0.93
1HJA-A-B	0.93
1HJA-A-C	0.93
1AFQ-A-B	0.93
1AFQ-A-C	0.93
1AB9-A-B	0.93
1AB9-A-C	0.93
1GGD-A-B	0.93
1GGD-A-C	0.93
1CHO-E-F	0.93
1CHO-E-G	0.93
1VGC-A-B	0.93
1VGC-A-C	0.93
1GG6-A-B	0.93
1GG6-A-C	0.93
2P8O-A-B	0.93
2P8O-A-C	0.93
2VGC-A-B	0.93
2VGC-A-C	0.93
2GMT-A-B	0.93
2GMT-A-C	0.93
3VGC-A-B	0.93
3VGC-A-C	0.93
4CHA-E-F	0.93
4CHA-E-G	0.93
4VGC-A-B	0.93
4VGC-A-C	0.93
5R4C-A-B	0.93
5R4C-A-C	0.93
5R4D-A-B	0.93
5R4D-A-C	0.93
5R44-A-B	0.93
5R44-A-C	0.93
5R46-A-B	0.93
5R46-A-C	0.93
5R48-A-B	0.93
5R48-A-C	0.93
5R42-A-B	0.93
5R42-A-C	0.93
5R4B-A-B	0.93
5R4B-A-C	0.93
5R47-A-B	0.93
5R47-A-C	0.93
5R45-A-B	0.93
5R45-A-C	0.93
5R49-A-B	0.93
5R49-A-C	0.93
5R43-A-B	0.93
5R43-A-C	0.93
5R4A-A-B	0.93
5R4A-A-C	0.93
1DOW-B-A	0.01
1XMO-V-M	1.0
1HNW-V-M	1.0
1IBK-V-M	1.0
1HNX-V-M	1.0
1N32-V-M	1.0
1N36-V-M	1.0
1HR0-V-M	1.0
1XMQ-V-M	1.0
1IBM-V-M	1.0
1N33-V-M	1.0
1J5E-V-M	1.0
1N34-V-M	1.0
1XNQ-V-M	1.0
1IBL-V-M	1.0
1XNR-V-M	1.0
1FJG-V-M	1.0
1HNZ-V-M	1.0
2ZM6-V-M	1.0
2E5L-V-M	1.0
2HHH-U-M	1.0
3OTO-U-M	1.0
3T1Y-V-M	1.0
3T1H-V-M	1.0
4DV3-U-M	1.0
4JI6-U-M	1.0
4JI5-U-M	1.0
4JI3-U-M	1.0
4DV1-U-M	1.0
4JI4-U-M	1.0
4DUZ-U-M	1.0
4NXM-U-M	1.0
4JI8-U-M	1.0
4JI7-U-M	1.0
4JYA-U-M	1.0
4AQY-V-M	1.0
4YHH-V-M	1.0
4DV6-U-M	1.0
4DUY-U-M	1.0
4YY3-V-M	1.0
4GKK-V-M	1.0
4DV5-U-M	1.0
4DV4-U-M	1.0
4DR1-U-M	1.0
4KVB-U-M	1.0
4NXN-U-M	1.0
4V4I-v-n	1.0
4JI2-U-M	1.0
4DV7-U-M	1.0
4DV2-U-M	1.0
4JV5-U-M	1.0
4JI0-U-M	1.0
4OX9-V-M	1.0
4GKJ-V-M	1.0
4DR3-U-M	1.0
4DV0-U-M	1.0
4V4J-v-n	1.0
4KHP-U-M	1.0
4JI1-U-M	1.0
5LMT-V-M	1.0
5LMS-V-M	1.0
5WNQ-U-M	1.0
5LMR-V-G	1.0
5LMR-V-M	1.0
5LMO-V-M	1.0
5LMP-V-M	1.0
5WNR-U-M	1.0
5IMQ-Y-Q	1.0
5IWA-V-M	1.0
5WNS-U-M	1.0
5LMV-V-M	1.0
5LMN-V-M	1.0
